id,codigo,nombre,Peso[Kg],unidad,precio público sin IVA,precio mínimo de venta,precio mayoreo sin IVA,precio distribuidor sin IVA,Precio Medio Mayoreo sin IVA,Marca,Codigo SAT,ean,Volumen[cm3],,Familia,Descripción Familia
49939,ELM-92N,"Mezcladora satín de pared para lavabo, FOSET ELEMENT",1.66,Pieza,2715.52,2150,2198.28,1853.45,2456.9,Foset,23191000,7.50624E+12,6145.56,,P694,Grifería
49940,ELM-45N,"Monomando corto satín para lavabo, FOSET ELEMENT",1.14,Pieza,1564.66,1250,1306.03,1077.59,1422.41,Foset,23191000,7.50624E+12,7865.44,,P694,Grifería
49941,ELM-46N,"Monomando alto satín para lavabo, FOSET ELEMENT",1.695,Pieza,2064.66,1650,1702.59,1422.41,1875,Foset,23191000,7.50624E+12,9582.56,,P694,Grifería
49942,ELM-43N,"Mezcladora satín 4' para lavabo cuello tipo bar, ELEMENT",1.24,Pieza,1422.41,1150,1193.97,991.38,1306.03,Foset,23191000,7.50624E+12,9024.4,,P694,Grifería
49943,ELM-71N,"Monomando para regadera, satín, ELEMENT",1.12,Pieza,1564.66,1250,1288.79,1077.59,1422.41,Foset,27112029,7.50624E+12,4411.68,,P694,Grifería
49944,PA-COTR-IM,"Placa armada 3 contactos aterrizados, madera, línea Italiana",0.08,Pieza,100,74,82.76,63.79,90.52,Volteck,39122200,7.50624E+12,488.485,,P039,"Artefactos eléctricos, VOLTECK"
49945,CE-237,"Céspol flexible de PVC para lavabo, FOSET",0.241,Pieza,54.31,40,44.83,34.48,49.14,Foset,52141700,7.50624E+12,1099.75,,P854,"Céspoles, contras, extensiones y casquillos"
49946,CE-294,"Céspol flexible de PVC para fregadero, FOSET",0.28,Pieza,64.66,47,53.45,40.52,57.76,Foset,52141700,7.50624E+12,1412.43,,P854,"Céspoles, contras, extensiones y casquillos"
49947,CE-238,"Céspol flexible de PVC, con extensión, para lavabo, FOSET",0.279,Pieza,75,55,62.07,47.41,68.1,Foset,52141700,7.50624E+12,1372.139,,P854,"Céspoles, contras, extensiones y casquillos"
49948,CE-295,"Céspol flexible de PVC, con extensión, para fregadero, FOSET",0.331,Pieza,80.17,59,66.38,50.86,73.28,Foset,52141700,7.50624E+12,1937.943,,P854,"Céspoles, contras, extensiones y casquillos"
49949,ELMR-61,"Juego manerales palanca para regadera, cromo, ELEMENT",0.58,Set,495.69,365,409.48,314.66,443.97,Foset,40141700,7.50624E+12,4057.56,,P694,Grifería
49950,ELMR-61N,"Juego manerales palanca para regadera, satín, ELEMENT",0.6,Set,642.24,475,530.17,409.48,581.9,Foset,40141700,7.50624E+12,4045.892,,P694,Grifería
49954,ELR-51,"Salida de tina con desviador, cromo, FOSET ELEMENT",0.515,Pieza,405.17,325,335.34,280.17,369.83,Foset,27112029,7.50624E+12,1725.84,,P694,Grifería
49955,ELR-51N,"Salida de tina con desviador, satín, FOSET ELEMENT",0.505,Pieza,495.69,395,409.48,340.52,452.59,Foset,27112029,7.50624E+12,1658.16,,P694,Grifería
49956,AR-01,"Soporte a pared, cromo, FOSET RIVIERA",0.074,Pieza,107.76,79,88.79,68.1,97.41,Foset,31162800,7.50624E+12,923.648,,P694,Grifería
49957,AR-01N,"Soporte a pared, satín, FOSET RIVIERA",0.075,Pieza,128.45,95,107.76,81.9,116.38,Foset,31162800,7.50624E+12,888.048,,P694,Grifería
49958,AR-03,"Desviador de 3 vías para brazo, cromo, FOSET RIVIERA",0.085,Pieza,185.34,135,150.86,116.38,168.1,Foset,31162800,7.50624E+12,1218.784,,P694,Grifería
49959,AR-03N,"Desviador de 3 vías para brazo, satín, FOSET RIVIERA",0.09,Pieza,262.93,195,219.83,168.1,240.52,Foset,31162800,7.50624E+12,1210.916,,P694,Grifería
49960,AR-04,"Desviador de 3 vías para brazo con soporte, cromo, RIVIERA",0.099,Pieza,185.34,135,150.86,116.38,168.1,Foset,31162800,7.50624E+12,1218.143,,P694,Grifería
49961,AR-04N,"Desviador de 3 vías para brazo con soporte, satín, RIVIERA",0.095,Pieza,262.93,195,219.83,168.1,240.52,Foset,31162800,7.50624E+12,1173.9,,P694,Grifería
49962,AR-05,"Codo de suministro, cromo, FOSET RIVIERA",0.075,Pieza,83.62,62,68.97,53.45,76.72,Foset,31162800,7.50624E+12,1053.319,,P694,Grifería
49963,AR-05N,"Codo de suministro, satín, FOSET RIVIERA",0.075,Pieza,107.76,79,88.79,68.1,97.41,Foset,31162800,7.50624E+12,1029.912,,P694,Grifería
49965,CALE-12HS,"Calentador solar HeatPipe, 12 tubos, 150L, 4 personas, FOSET",74.92,Pieza,11637.93,9350,9698.28,8060.34,10646.55,Foset,40101825,7.50624E+12,550788.075,,P883,Calentadores de agua solares
49966,CALE-18HS,"Calentador solar HeatPipe, 18 tubos, 200L, 5 personas, FOSET",101.08,Pieza,15948.28,12750,13232.76,10991.38,14525.86,Foset,40101825,7.50624E+12,727274.75,,P883,Calentadores de agua solares
49968,F-318B,"Mezcladora 8' fregadero, ABS, cuello largo,hex,blíster,BASIC",0.69,Pieza,469.83,375,383.62,323.28,426.72,Foset,23191000,7.50624E+12,4019.64,,P694,Grifería
49975,CAN-2RE,"Organizador para regadera con cubierta plástica, FOSET",0.63,Pieza,180.17,145,150.86,125,162.93,Foset,30181600,7.50624E+12,10209.925,,P838,Organizadores para baño y cocina
49976,VGH-555,"Válvula horizontal de latón 1/8' para gas LP, con maneral",0.036,Pieza,50,37,41.38,31.9,45.69,Foset,24141700,7.50624E+12,43.74,,P476,Válvulas de latón
49977,VGH-556,"Válvula horizontal de latón 1/8' para gas LP, sin maneral",0.075,Pieza,80.17,59,66.38,50.86,73.28,Foset,24141700,7.50624E+12,91.244,,P476,Válvulas de latón
49979,LLJ-110Z,"Llave p/manguera, de zamac, 110gr, 1/2', BASIC",0.109,Pieza,33.62,27,27.59,23.28,31.03,Foset,40142000,7.50624E+12,165.355,,P177,Llaves de jardín
49982,CE-204,"Contra para lavabo, con rebosadero, tapón y cadena, cromo",0.151,Pieza,154.31,115,128.45,99.14,142.24,Foset,31162800,7.50624E+12,991.8,,P854,"Céspoles, contras, extensiones y casquillos"
49983,CE-205,"Contra para lavabo, con rebosadero, tipo moneda, cromo",0.217,Pieza,185.34,135,150.86,116.38,168.1,Foset,31162800,7.50624E+12,964.25,,P854,"Céspoles, contras, extensiones y casquillos"
49984,CE-206,"Contra para lavabo, con rebosadero, sistema push, cromo",0.266,Pieza,262.93,195,219.83,168.1,240.52,Foset,31162800,7.50624E+12,1077.44,,P854,"Céspoles, contras, extensiones y casquillos"
49989,PAEL-1CD,"Parrilla eléctrica 1 quemador de disco, blanca, VOLTECK",1.36,Pieza,271.55,215,223.28,185.34,245.69,Volteck,48101500,7.50624E+12,4212,,P546,Parrillas eléctricas
49990,PAEL-2CD,"Parrilla eléctrica 2 quemadores de disco, blanca, VOLTECK",2.6,Pieza,452.59,365,375,314.66,409.48,Volteck,48101500,7.50624E+12,8329.75,,P546,Parrillas eléctricas
49993,SL-14I,Serie de 14.6 m con 24 luces incandescentes para exterior,3.56,Pieza,1073.28,855,883.62,737.07,969.83,Volteck,31162800,7.50624E+12,22939,,P783,Series de luces
49994,SL-7I,Serie de 7.3 m con 12 luces incandescentes para exterior,2.017,Pieza,616.38,495,512.93,426.72,564.66,Volteck,31162800,7.50624E+12,12519.36,,P783,Series de luces
50004,DESP-BAV-29C,"Juego de 29 brocas HSS para metal en estuche, TRUPER EXPERT",1.399,Set,2314.66,1850,1909.48,1594.83,2112.07,Expert,27112800,7.50121E+12,2475,,P017,Brocas para metal
50006,R-BAR,"Rack para barretas, TRUPER",22.9,Pieza,3267.24,3790,3267.24,3267.24,3267.24,Truper,56121900,7.50624E+12,350053.375,,P581,Racks sin producto
50020,DESP-BAV-GR,"Despachador de brocas, alta velocidad, grande, TRUPER",8.04,Pieza,1836.21,2130,1836.21,1836.21,1836.21,Truper,56121900,7.50624E+12,30954,,P581,Racks sin producto
50021,DESP-BAV-CH,"Despachador de brocas, alta velocidad, chico, TRUPER",2.96,Pieza,1435.34,1665,1435.34,1435.34,1435.34,Truper,56121900,7.50624E+12,12268.62,,P581,Racks sin producto
50030,R-BOT,"Rack botadero, metálico, 4 niveles, TRUPER",18.93,Pieza,3012.93,3495,3012.93,3012.93,3012.93,Truper,56121900,7.50624E+12,244043.8,,P581,Racks sin producto
50050,R-GIR,"Rack giratorio para palas y bieldos, TRUPER",9.58,Pieza,1831.9,2125,1831.9,1831.9,1831.9,Truper,56121900,7.50121E+12,243978,,P581,Racks sin producto
50059,R-TIJ,"Rack para tijeras de poda, TRUPER",0.675,Pieza,90.52,105,90.52,90.52,90.52,Truper,56121900,7.50121E+12,9776.125,,P581,Racks sin producto
50069,R-MA,"Rack para machetes, TRUPER",3.92,Pieza,426.72,495,426.72,426.72,426.72,Truper,56121900,7.50121E+12,65557.44,,P581,Racks sin producto
50071,R-MO3,"Rack para 3 martillos pulidos, uña curva, TRUPER",0.145,Pieza,34.48,40,34.48,34.48,34.48,Truper,56121900,7.50121E+12,677.688,,P581,Racks sin producto
50074,R-MD,"Rack para 4 marros octagonales, TRUPER",1.78,Pieza,370.69,430,370.69,370.69,370.69,Truper,56121900,7.50121E+12,33667.2,,P581,Racks sin producto
50077,R-TP,"Rack para talachos y zapapicos, TRUPER",2.16,Pieza,357.76,415,357.76,357.76,357.76,Truper,56121900,7.50121E+12,42895.84,,P581,Racks sin producto
50079,R-CA,"Rack para cavadores, TRUPER",1.45,Pieza,112.07,130,112.07,112.07,112.07,Truper,56121900,7.50121E+12,14026.86,,P581,Racks sin producto
50080,R-PL,"Rack para palas o escobas, TRUPER",1.28,Pieza,211.21,245,211.21,211.21,211.21,Truper,56121900,7.50121E+12,35397.6,,P581,Racks sin producto
50083,R-PY,"Rack para palas con mango 'Y', TRUPER",0.94,Pieza,168.1,195,168.1,168.1,168.1,Truper,56121900,7.50121E+12,18154.8,,P581,Racks sin producto
50086,R-PUN,"Rack de piso para palas, TRUPER",2.78,Pieza,487.07,565,487.07,487.07,487.07,Truper,56121900,7.50121E+12,117482.4,,P581,Racks sin producto
50092,R-ST,"Rack para serrotes, TRUPER",1.64,Pieza,357.76,415,357.76,357.76,357.76,Truper,56121900,7.50121E+12,37567.296,,P581,Racks sin producto
50096,R-POD-G,"Rack para podadoras, TRUPER",43,Pieza,5327.59,6180,5327.59,5327.59,5327.59,Truper,56121900,7.50121E+12,294168,,P581,Racks sin producto
50102,R-CAT,"Rack para una carretilla, TRUPER",0.6,Pieza,176.72,205,176.72,176.72,176.72,Truper,56121900,7.50121E+12,11657.2,,P581,Racks sin producto
50114,R-TIJ-CH,"Rack para tijeras de poda chicas, TRUPER",0.72,Pieza,90.52,105,90.52,90.52,90.52,Truper,56121900,7.50121E+12,10044,,P581,Racks sin producto
50115,R-TIJ-GDE,"Rack para tijeras de poda grandes, TRUPER",1.035,Pieza,90.52,105,90.52,90.52,90.52,Truper,56121900,7.50121E+12,16128.35,,P581,Racks sin producto
50138,R-BRT-C,Exhibidor despachador con 156 brochas mango plástico TRUPER,12.3,Pieza,2710.34,3144,2710.34,2710.34,2710.34,Truper,56121900,7.50121E+12,100921.5,,P019,Brochas y cepillos para pintor
50140,R-ATJ,"Rack para azadones, TRUPER",0.9,Pieza,116.38,135,116.38,116.38,116.38,Truper,56121900,7.50121E+12,11619.042,,P581,Racks sin producto
50143,R-R14A,"Rack para rastrillos jardineros 14 dientes, TRUPER",1.575,Pieza,176.72,205,176.72,176.72,176.72,Truper,56121900,7.50121E+12,43624,,P581,Racks sin producto
50150,GA-4X,Gancho recto 4' con portaetiqueta para perfocel y ranurado,0.065,Pieza,10.34,12,10.34,10.34,10.34,Truper,31162600,7.50121E+12,172.667,,P154,Ganchos para perfocel
50153,GA-6X,Gancho recto 6' con portaetiqueta para perfocel y ranurado,0.081,Pieza,13.79,16,13.79,13.79,13.79,Truper,31162600,7.50121E+12,197.584,,P154,Ganchos para perfocel
50156,GA-9X,Gancho recto 9' con portaetiqueta para perfocel y ranurado,0.101,Pieza,17.24,20,17.24,17.24,17.24,Truper,31162600,7.50121E+12,267.8,,P154,Ganchos para perfocel
50159,GA-ML,"Gancho para herramientas de mango largo, TRUPER",0.5,Pieza,68.97,80,68.97,68.97,68.97,Truper,56121900,7.50121E+12,1175.625,,P154,Ganchos para perfocel
50160,R-3CAT,"Rack para 3 carretillas estibadas, TRUPER",16.49,Pieza,2293.1,2660,2293.1,2293.1,2293.1,Truper,56121900,7.50121E+12,118854.225,,P581,Racks sin producto
50163,GA-D,"Gancho para herramienta mango 'Y', TRUPER",0.34,Pieza,85.34,99,85.34,85.34,85.34,Truper,31162600,7.50121E+12,608.895,,P154,Ganchos para perfocel
50167,R-M33-C,Rack con cintas de aislar,1.57,Pieza,149.14,173,149.14,149.14,149.14,Truper,31201502,7.50121E+12,8586.184,,P474,Racks con producto
50195,R-BRO-P-C,Exhibidor despachador con 156 brochas mango plástico PRETUL,11.33,Pieza,1996.55,2316,1996.55,1996.55,1996.55,Pretul,31211904,7.50121E+12,95816,,P019,Brochas y cepillos para pintor
50208,R-LIJ,"Rack para lijas, TRUPER",3.86,Pieza,995.69,1155,995.69,995.69,995.69,Truper,56121900,7.50121E+12,81690,,P581,Racks sin producto
50215,R-LLCR,"Rack para llaves de cruz, TRUPER",1.33,Pieza,301.72,350,301.72,301.72,301.72,Truper,56121900,7.50121E+12,18800,,P581,Racks sin producto
50216,R-EM,"Rack para escobas metálicas, TRUPER",1.715,Pieza,142.24,165,142.24,142.24,142.24,Truper,56121900,7.50121E+12,14329.767,,P581,Racks sin producto
50329,R-PINT-A,"Rack para 30 pinturas en aerosol, TRUPER",2.42,Pieza,461.21,535,461.21,461.21,461.21,Truper,56121900,7.50121E+12,48125.028,,P581,Racks sin producto
50333,R-BOMB,"Rack para bombas de agua, TRUPER",13.1,Pieza,1612.07,1870,1612.07,1612.07,1612.07,Truper,56121900,7.50121E+12,286966.4,,P581,Racks sin producto
50336,R-MAQ-U,"Rack para sierra circular, universal, TRUPER",0.72,Pieza,116.38,135,116.38,116.38,116.38,Truper,56121900,7.50121E+12,17350.2,,P581,Racks sin producto
50338,R-CALA-U,"Rack para caladoras, universal, TRUPER",0.42,Pieza,112.07,130,112.07,112.07,112.07,Truper,56121900,7.50121E+12,7956.306,,P581,Racks sin producto
50339,R-ROTO-U,"Rack para taladros, universal, TRUPER",0.245,Pieza,90.52,105,90.52,90.52,90.52,Truper,56121900,7.50121E+12,5054.499,,P581,Racks sin producto
50340,R-SIL,"Rack para silicones, TRUPER",0.642,Pieza,99.14,115,99.14,99.14,99.14,Truper,56121900,7.50121E+12,9632.116,,P581,Racks sin producto
50341,R-CUCH,"Rack para cucharas, TRUPER",0.364,Pieza,142.24,165,142.24,142.24,142.24,Truper,56121900,7.50121E+12,3945.06,,P581,Racks sin producto
50344,R-MO6,"Rack para 6 martillos pulidos, uña curva, TRUPER",0.54,Set,107.76,125,107.76,107.76,107.76,Truper,56121900,7.50121E+12,2557.27,,P581,Racks sin producto
50345,R-DES,"Rack para desbrozadora eléctrica o de gasolina, TRUPER",0.34,Set,90.52,105,90.52,90.52,90.52,Truper,56121900,7.50121E+12,2333.58,,P581,Racks sin producto
50352,DESP-BROC,"Exhibidor despachador con brocas para concreto, TRUPER",19.52,Pieza,5015.52,5818,5015.52,5015.52,5015.52,Truper,27111543,7.50121E+12,34071,,P015,Brocas para concreto
50355,R-ESME,"Rack para esmeriladoras, TRUPER",0.16,Pieza,86.21,100,86.21,86.21,86.21,Truper,56121900,7.50121E+12,1086.75,,P581,Racks sin producto
50357,R-HA,"Rack para hachas, TRUPER",0.793,Pieza,103.45,120,103.45,103.45,103.45,Truper,56121900,7.50121E+12,9667.258,,P581,Racks sin producto
51575,R-CAMA,"Rack para cable y manguera de nivel, TRUPER",14.32,Pieza,1633.62,1895,1633.62,1633.62,1633.62,Truper,56121900,7.50624E+12,180290.64,,P581,Racks sin producto
51576,R-MAN,"Rack para manguera y tubo flexible, TRUPER",24.61,Pieza,2206.9,2560,2206.9,2206.9,2206.9,Truper,56121900,7.50624E+12,514317.375,,P581,Racks sin producto
51577,R-CUE,"Rack modular para cuerda con carrete, FIERO",10.26,Pieza,1163.79,1350,1163.79,1163.79,1163.79,Fiero,56121900,7.50624E+12,387486,,P581,Racks sin producto
51578,R-LIJ2,"Rack para 19 hojas de lija, TRUPER",11.92,Pieza,1810.34,2100,1810.34,1810.34,1810.34,Truper,56121900,7.50624E+12,200855.7,,P581,Racks sin producto
51584,EX-LE-VK,"Exhibidor línea económica, VOLTECK",3.32,Set,648.28,752,648.28,648.28,648.28,Volteck,56121900,7.50624E+12,18942,,P583,Tableros exhibidores
51585,EX-LS-VK,"Exhibidor línea standard, VOLTECK",3.72,Set,818.1,949,818.1,818.1,818.1,Volteck,56121900,7.50624E+12,18265.5,,P583,Tableros exhibidores
51586,EX-LI-VK,"Exhibidor línea italiana, VOLTECK",3.08,Set,972.41,1128,972.41,972.41,972.41,Volteck,56121900,7.50624E+12,18603.75,,P583,Tableros exhibidores
51587,EX-LC-VK,"Exhibidor línea clásica, VOLTECK",3.7,Set,*,1495,1288.79,1288.79,1288.79,Volteck,56121900,7.50624E+12,21803.04,,P583,Tableros exhibidores
51588,EX-LO-VK,"Exhibidor de línea Oslo, VOLTECK",3.2,Set,952.59,1105,952.59,952.59,952.59,Volteck,56121900,7.50624E+12,13448,,P583,Tableros exhibidores
51589,EX-TIM-VK,"Exhibidor probador de timbres, VOLTECK",2.165,Set,656.9,762,656.9,656.9,656.9,Volteck,56121900,7.50624E+12,21547.5,,P060,Exhibidores monoproducto
53001,EX-HE-JP1,"Exhibidor con jaladeras y perillas, 1 tablero, HERMEX",8.1,Pieza,832.76,966,832.76,832.76,832.76,Hermex,56121900,7.50624E+12,40035.48,,P583,Tableros exhibidores
53002,EX-HE-JP2,"Exhibidor con jaladeras y perillas, 2 tableros, HERMEX",14.3,Pieza,1429.31,1658,1429.31,1429.31,1429.31,Hermex,56121900,7.50624E+12,65722.5,,P583,Tableros exhibidores
53004,R-CATA-M,"Rack para venta de catálogos en mostrador, TRUPER",2.02,Pieza,*,495,426.72,426.72,426.72,Truper,56121902,7.50624E+12,11929.92,,P581,Racks sin producto
53022,R-MUE,"Rack para muestrario, TRUPER",5.62,Pieza,1086.21,1260,1086.21,1086.21,1086.21,Truper,56121900,7.50624E+12,43747.2,,P581,Racks sin producto
55154,R-FLO,"Rack para flotas, TRUPER",0.551,Pieza,176.72,205,176.72,176.72,176.72,Truper,56121900,7.50121E+12,22538.8,,P581,Racks sin producto
55155,R-CU-LL,"Rack para cucharas y/o llanas, TRUPER",1.665,Pieza,280.17,325,280.17,280.17,280.17,Truper,56121900,7.50121E+12,31727.5,,P581,Racks sin producto
55159,R-HIMP-3M,"Rack para herramientas de alto impacto, México, TRUPER",33.12,Pieza,4219.83,4895,4219.83,4219.83,4219.83,Truper,56121900,7.50121E+12,273010.5,,P581,Racks sin producto
55218,EXMO-ROU,"Exhibidor con 30 brocas para router, TRUPER",12.16,Pieza,2989.66,3468,2989.66,2989.66,2989.66,Truper,27112821,7.50121E+12,32462.5,,P018,Brocas (fresas) para router
55244,M-EST,"Mesa para exhibición de máquinas estacionarias, TRUPER",31.3,Pieza,3525.86,4090,3525.86,3525.86,3525.86,Truper,56121900,7.50121E+12,145775,,P581,Racks sin producto
55245,R-MEN,"Rack para ménsulas, FIERO",2.48,Pieza,500,580,500,500,500,Fiero,56121900,7.50121E+12,28872.96,,P581,Racks sin producto
55253,R-MA-D,"Rack para martillos semipulidos uña curva, TRUPER",0.575,Pieza,150.86,175,150.86,150.86,150.86,Truper,56121900,7.50121E+12,5384.6,,P581,Racks sin producto
55256,R-CAD-C,"Rack para cadenas en cubeta o carrete, FIERO",4.74,Pieza,461.21,535,461.21,461.21,461.21,Fiero,56121900,7.50624E+12,39690,,P581,Racks sin producto
55257,R-IMP-G,"Rack de impulso giratorio, TRUPER",1.82,Pieza,413.79,480,413.79,413.79,413.79,Truper,56121900,7.50624E+12,82469.728,,P581,Racks sin producto
55325,EX-FIE,Exhibidor productos FIERO,7.42,Pieza,1235.34,1433,1235.34,1235.34,1235.34,Fiero,56121902,7.50121E+12,31357.125,,P583,Tableros exhibidores
55370,EX80-MEC2,"Exhibidor de mecánica, 82 x 164 cm, 2 secciones",38,Pieza,*,9226,*,7953.45,12248.28,Truper,56121900,7.50121E+12,117635.616,,P583,Tableros exhibidores
55377,EX80-CAR1-CR,"Respaldo de inventario para exhibidor carpintería 80x80cm, 1",61,Pieza,*,8207,*,7075,10894.83,Truper,56121902,7.50121E+12,440137.5,,P585,Respaldos de inventario para exhibidores
55386,EX80-MEC1-CR,"Respaldo de inventario para exhibidor mecánica 80x80cm, 1sec",207,Pieza,*,10926,*,9418.97,14505.17,Truper,56121902,7.50121E+12,643353.75,,P585,Respaldos de inventario para exhibidores
55387,EX80-MEC2-CR,"Respaldo de inventario para exhibidor mecánica 80x80cm, 2sec",90,Pieza,*,17328,*,14937.93,23004.31,Truper,56121902,7.50121E+12,433558.125,,P585,Respaldos de inventario para exhibidores
55389,EX80-PIN1-CR,"Exhibidor pinturas con respaldo inventario, 80x80cm, 1 sec",45,Pieza,*,3647,*,3143.97,4841.38,Truper,56121902,7.50121E+12,447849,,P585,Respaldos de inventario para exhibidores
55437,EX-LS-VK-CR,"Respaldo inventario para exhibidor Línea Standard, VOLTECK",13.36,Pieza,5905.17,4735,4870.69,4081.9,5387.93,Volteck,56121902,7.50121E+12,84922.5,,P585,Respaldos de inventario para exhibidores
55438,EX-LI-VK-CR,"Respaldo inventario para exhibidor Línea Italiana, VOLTECK",6.6,Pieza,5474.14,4385,4525.86,3780.17,4956.9,Volteck,56121902,7.50121E+12,79086.264,,P585,Respaldos de inventario para exhibidores
55439,EX-LE-VK-CR,"Respaldo de inventario exhibidor línea Económica, VOLTECK",10.28,Pieza,3956.9,3166,3267.24,2729.31,3577.59,Volteck,56121902,7.50121E+12,77760,,P585,Respaldos de inventario para exhibidores
55446,EX-FIE-CR,Respaldo de inventario para exhibidor producto FIERO,93,Pieza,15818.97,12653,13094.83,10907.76,14439.66,Fiero,56121902,7.50121E+12,505161,,P585,Respaldos de inventario para exhibidores
55480,EX-MM,"Exhibidor con manerales para fregadero, FOSET",1.425,Pieza,238.79,277,238.79,238.79,238.79,Foset,56121900,7.50624E+12,13804.56,,P060,Exhibidores monoproducto
55481,EX-MR,"Exhibidor con manerales para regadera, FOSET",1.685,Pieza,368.97,428,368.97,368.97,368.97,Foset,56121900,7.50624E+12,13803.552,,P060,Exhibidores monoproducto
55547,EXF-PILA,Exhibidor FIERO de pijas para lámina,0.4,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,3014.703,,P580,Muestrarios
55548,EXF-PIJ,Exhibidor FIERO de pijas multiusos,0.41,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,3043.194,,P580,Muestrarios
55550,EXF-AR,Exhibidor FIERO de armellas,0.355,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,3026.316,,P580,Muestrarios
55551,EXF-AB,Muestrario FIERO para identificar medidas de abrazaderas,0.335,Juego,172.41,200,172.41,172.41,172.41,Fiero,56121900,7.50624E+12,3846.96,,P580,Muestrarios
55552,EXF-TORE,Muestrario FIERO para identificar medidas tornillos estufa,0.355,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,3045.24,,P580,Muestrarios
55557,EXF-RE,Exhibidor FIERO de remaches,0.24,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,3052.814,,P580,Muestrarios
55561,EXT-MAN,"Exhibidor TRUPER de mangueras para jardín, nivel y gas",0.27,Juego,107.76,125,107.76,107.76,107.76,Truper,56121900,7.50624E+12,4321.536,,P580,Muestrarios
55575,EX-FOS-G2,Exhibidor de productos FOSET genérico,5.76,Juego,1488.79,1727,1488.79,1488.79,1488.79,Foset,56121900,7.50624E+12,46961.4,,P583,Tableros exhibidores
55576,EX-MAN-FOS2,"Exhibidor de mangueras, FOSET",5.28,Juego,1057.76,1227,1057.76,1057.76,1057.76,Foset,56121900,7.50624E+12,27398.25,,P583,Tableros exhibidores
55577,EX-VAL-FOS2,"Exhibidor de válvulas, FOSET",8.54,Juego,2844.83,3300,2844.83,2844.83,2844.83,Foset,56121900,7.50624E+12,30739.5,,P583,Tableros exhibidores
55578,EX-CES-FOS2,"Exhibidor de céspoles, FOSET",5.16,Juego,1493.1,1732,1493.1,1493.1,1493.1,Foset,56121900,7.50624E+12,42668.64,,P583,Tableros exhibidores
55582,DESP-SEG,Rack despachador con 300 seguetas,7.34,Juego,4913.79,5700,4913.79,4913.79,4913.79,Truper,27111552,7.50624E+12,22958.46,,P474,Racks con producto
55612,EX-DES-V2,"Exhibidor despachador, VOLTECK # 2",67,Juego,*,8294,*,7150,11008.62,Volteck,56121902,7.50624E+12,590121,,P582,Tableros despachador
55646,EX-FOS-G2-CR,Respaldo de inventario para exhibidor genérico FOSET #2,21.2,Juego,9396.55,7507,7758.62,6471.55,8534.48,Foset,56121902,7.50624E+12,152411.28,,P585,Respaldos de inventario para exhibidores
55695,EXF-TA-2,"Exhibidor FIERO de taquetes, tuercas y arandelas",0.395,Juego,129.31,150,129.31,129.31,129.31,Fiero,56121902,7.50624E+12,3138.977,,P580,Muestrarios
55696,EXF-CL-2,Exhibidor FIERO de clavos,0.34,Juego,107.76,125,107.76,107.76,107.76,Fiero,56121900,7.50624E+12,2984.85,,P580,Muestrarios
55728,R-TOR-4,"Rack modular con tornillos, 192 gavetas",480.5,Juego,36694.83,42566,36694.83,36694.83,36694.83,Fiero,31161500,7.50624E+12,1814400,,P474,Racks con producto
55729,R-TOR-1,"Rack modular para tornillos c/48 gavetas s/producto, FIERO",23.88,Pieza,3711.21,4305,3711.21,3711.21,3711.21,Fiero,56121900,7.50624E+12,146757,,P581,Racks sin producto
55783,EX-CG-FOS,"Exhibidor con conexiones de acero galvanizado, FOSET",15.555,Juego,1225,1421,1225,1225,1225,Foset,56121900,7.50624E+12,49511.25,,P583,Tableros exhibidores
55785,EX-CC-FOS,"Exhibidor con conexiones de cobre, FOSET",6,Juego,1864.66,2163,1864.66,1864.66,1864.66,Foset,56121900,7.50624E+12,23534,,P583,Tableros exhibidores
55786,EX-CLG-FOS,"Exhibidor con conexiones de latón para gas, FOSET",6.04,Juego,1761.21,2043,1761.21,1761.21,1761.21,Foset,56121900,7.50624E+12,34955.55,,P583,Tableros exhibidores
55788,EX-CV-FOS,"Exhibidor con conexiones de PPR, FOSET",6.18,Juego,2356.9,2734,2356.9,2356.9,2356.9,Foset,56121900,7.50624E+12,30800.25,,P583,Tableros exhibidores
55789,EX-LIM,Exhibidor con limas,2.975,Juego,497.41,577,497.41,497.41,497.41,Truper,56121900,7.50624E+12,18662.4,,P080,Limas
55792,EX-H-PRE2-CR,"Respaldo de inventario para máquinas portátiles, PRETUL 2",45.4,Juego,*,5520,6659.48,4758.62,7325.86,Pretul,56121902,7.50624E+12,293868,,P585,Respaldos de inventario para exhibidores
55802,EX-R-008,"Exhibidor de regadera con extensión tipo teléfono, AQUA",1.66,Pieza,*,575,495.69,495.69,495.69,Foset,56121900,7.50624E+12,16754.112,,P060,Exhibidores monoproducto
55840,EX80-IND3-CR,Respaldo inventario exhibidor seguridad industrial 3 sec,80,Juego,*,11328,*,9765.52,15038.79,Truper,56121902,7.50624E+12,665596.8,,P585,Respaldos de inventario para exhibidores
55850,BODE-6,"Bomba destapacaños de 15 cm, KLINTEK",0.348,Pieza,57.76,43,48.28,37.07,53.45,Klintek,40151519,7.50624E+12,1256.423,,P053,Destapacaños
