CIDEXISTENCIA,CIDALMACEN,CIDPRODUCTO,CIDEJERCICIO,CTIPOEXISTENCIA,CENTRADASINICIALES,CSALIDASINICIALES,CCOSTOINICIALENTRADAS,CCOSTOINICIALSALIDAS,CENTRADASPERIODO1,CENTRADASPERIODO2,CENTRADASPERIODO3,CENTRADASPERIODO4,CENTRADASPERIODO5,CENTRADASPERIODO6,CENTRADASPERIODO7,CENTRADASPERIODO8,CENTRADASPERIODO9,CENTRADASPERIODO10,CENTRADASPERIODO11,CENTRADASPERIODO12,CSALIDASPERIODO1,CSALIDASPERIODO2,CSALIDASPERIODO3,CSALIDASPERIODO4,CSALIDASPERIODO5,CSALIDASPERIODO6,CSALIDASPERIODO7,CSALIDASPERIODO8,CSALIDASPERIODO9,CSALIDASPERIODO10,CSALIDASPERIODO11,CSALIDASPERIODO12,CCOSTOENTRADASPERIODO1,CCOSTOENTRADASPERIODO2,CCOSTOENTRADASPERIODO3,CCOSTOENTRADASPERIODO4,CCOSTOENTRADASPERIODO5,CCOSTOENTRADASPERIODO6,CCOSTOENTRADASPERIODO7,CCOSTOENTRADASPERIODO8,CCOSTOENTRADASPERIODO9,CCOSTOENTRADASPERIODO10,CCOSTOENTRADASPERIODO11,CCOSTOENTRADASPERIODO12,CCOSTOSALIDASPERIODO1,CCOSTOSALIDASPERIODO2,CCOSTOSALIDASPERIODO3,CCOSTOSALIDASPERIODO4,CCOSTOSALIDASPERIODO5,CCOSTOSALIDASPERIODO6,CCOSTOSALIDASPERIODO7,CCOSTOSALIDASPERIODO8,CCOSTOSALIDASPERIODO9,CCOSTOSALIDASPERIODO10,CCOSTOSALIDASPERIODO11,CCOSTOSALIDASPERIODO12,CBANCONGELADO,CTIMESTAMP
122356,3,3170,9,1,158,138,1441.5,1095.82,158,158,158,158,158,158,158,158,158,158,158,158,138,138,138,138,138,138,138,138,138,138,138,138,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1441.5,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,1095.82,0,
122357,3,3193,9,1,385,335,3535.25,2442.29,385,385,385,385,385,385,385,385,385,385,385,385,335,335,335,335,335,335,335,335,335,335,335,335,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,3535.25,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,2442.29,0,
122358,3,3221,9,1,234,216,1481.71,1051.77,234,234,234,234,234,234,234,234,234,234,234,234,216,216,216,216,216,216,216,216,216,216,216,216,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1481.71,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,1051.77,0,
122359,3,2203,9,1,708,669,1606.48,1476.28,708,708,708,708,708,708,708,708,708,708,708,708,670,670,670,670,670,670,670,670,670,670,670,670,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1606.48,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,1476.28,0,01/02/2026 18:49:17:072
122360,3,2173,9,1,1123,740,1925.39,1230.89,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,740,740,740,740,740,740,740,740,740,740,740,740,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1925.39,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,1230.89,0,
122361,3,3767,9,1,86,127,212.27,282.9,86,86,86,86,86,86,86,86,86,86,86,86,127,127,127,127,127,127,127,127,127,127,127,127,212.27,212.27,212.27,212.27,212.27,212.27,212.27,212.27,212.27,212.27,212.27,212.27,282.9,282.9,282.9,282.9,282.9,282.9,282.9,282.9,282.9,282.9,282.9,282.9,0,
122362,1,2929,9,1,373,215,11299,6259.23,373,373,373,373,373,373,373,373,373,373,373,373,215,215,215,215,215,215,215,215,215,215,215,215,11299,11299,11299,11299,11299,11299,11299,11299,11299,11299,11299,11299,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,6259.23,0,
122363,1,310,9,1,53,44,5088.44,3252.26,53,53,53,53,53,53,53,53,53,53,53,53,44,44,44,44,44,44,44,44,44,44,44,44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,5088.44,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,3252.26,0,
122364,1,2237,9,1,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122365,3,3491,9,1,331,326,6484.92,7781.6,331,331,331,331,331,331,331,331,331,331,331,331,326,326,326,326,326,326,326,326,326,326,326,326,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,6484.92,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,7781.6,0,
122366,3,3080,9,1,10116,91,88927.94,799.59,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,10116,91,91,91,91,91,91,91,91,91,91,91,91,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,88927.94,799.59,799.59,799.59,799.59,799.59,799.59,799.59,799.59,799.59,799.59,799.59,799.59,0,
122367,3,3672,9,1,84,81,3310.82,3064.42,84,84,84,84,84,84,84,84,84,84,84,84,81,81,81,81,81,81,81,81,81,81,81,81,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3310.82,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,3064.42,0,
122368,1,690,9,1,103,98,17672.02,16179.57,103,103,103,103,103,103,103,103,103,103,103,103,98,98,98,98,98,98,98,98,98,98,98,98,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,17672.02,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,16179.57,0,
122369,1,2786,9,1,414,359,8205.63,7016.46,414,414,414,414,414,414,414,414,414,414,414,414,359,359,359,359,359,359,359,359,359,359,359,359,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,8205.63,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,7016.46,0,
122370,3,3242,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122371,3,259,9,1,125,88,1259.56,956.12,125,125,125,125,125,125,125,125,125,125,125,125,88,88,88,88,88,88,88,88,88,88,88,88,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,1259.56,956.12,956.12,956.12,956.12,956.12,956.12,956.12,956.12,956.12,956.12,956.12,956.12,0,
122372,3,74,9,1,156,134,1975.96,1415.29,156,156,156,156,156,156,156,156,156,156,156,156,134,134,134,134,134,134,134,134,134,134,134,134,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1975.96,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,1415.29,0,
122373,3,3925,9,1,224,221,27359.34,25244.64,224,224,224,224,224,224,224,224,224,224,224,224,221,221,221,221,221,221,221,221,221,221,221,221,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,27359.34,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,25244.64,0,
122374,3,5383,9,1,0,27,0,543.4,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,543.4,543.4,543.4,543.4,543.4,543.4,543.4,543.4,543.4,543.4,543.4,543.4,0,
122375,1,5412,9,1,32,32,7050.75,6718.48,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,7050.75,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,6718.48,0,
122376,1,5491,9,1,15,15,8667.75,5533.52,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,8667.75,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,5533.52,0,
122377,1,2830,9,1,1,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122378,3,2796,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122379,1,2228,9,1,97,97,11180.97,10953.58,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,11180.97,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,10953.58,0,
122380,1,67,9,1,15665,15731,429613.28,430909.31,15665,15665,15665,15665,15665,15665,15665,15665,15665,15665,15665,15665,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,429613.28,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,430909.31,0,01/02/2026 11:41:48:806
122381,1,2987,9,1,540,532,34107.19,33311.15,540,540,540,540,540,540,540,540,540,540,540,540,532,532,532,532,532,532,532,532,532,532,532,532,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,34107.19,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,33311.15,0,
122382,1,5613,9,1,34,32,2901.74,1942.21,34,34,34,34,34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,32,32,32,32,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,2901.74,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,1942.21,0,
122383,1,4773,9,1,142,140,64833.79,63273.72,142,142,142,142,142,142,142,142,142,142,142,142,140,140,140,140,140,140,140,140,140,140,140,140,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,64833.79,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,63273.72,0,
122384,4,353,9,1,226,206,21568.45,15761.39,226,226,226,226,226,226,226,226,226,226,226,226,206,206,206,206,206,206,206,206,206,206,206,206,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,21568.45,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,15761.39,0,
122385,1,2621,9,1,62,61,5961.8,6173.51,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,5961.8,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,6173.51,0,
122386,3,1623,9,1,2,16,0,0,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122387,1,5343,9,1,1042,1024,24144.32,683507.16,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,24144.32,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,683507.16,0,
122388,3,3953,9,1,114,107,-872.58,3971.13,114,114,114,114,114,114,114,114,114,114,114,114,107,107,107,107,107,107,107,107,107,107,107,107,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,-872.58,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,3971.13,0,
122389,3,5727,9,1,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,439,439,439,439,439,439,439,439,439,439,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122390,3,3018,9,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122391,3,1100,9,1,28,31,9690.55,6626.4,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,33,33,33,33,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,9690.55,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,6626.4,0,01/03/2026 18:37:38:667
122392,3,1241,9,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122393,3,4522,9,1,3006,2506,361.2,72.18,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,2506,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,0,
122394,1,4081,9,1,30,28,460.3,368.24,30,30,30,30,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,368.24,368.24,368.24,368.24,368.24,368.24,368.24,368.24,368.24,368.24,368.24,368.24,0,
122395,3,1367,9,1,84,71,2572.22,2029.37,84,84,84,84,84,84,84,84,84,84,84,84,71,71,71,71,71,71,71,71,71,71,71,71,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2572.22,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,2029.37,0,
122396,3,673,9,1,7863.6,7619.14,164485.76,156227.95,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7863.6,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,7619.14,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,164485.76,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,156227.95,0,
122397,3,2790,9,1,62,49,1557.51,876.35,62,62,62,62,62,62,62,62,62,62,62,62,49,49,49,49,49,49,49,49,49,49,49,49,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,1557.51,876.35,876.35,876.35,876.35,876.35,876.35,876.35,876.35,876.35,876.35,876.35,876.35,0,
122398,1,1948,9,1,116,112,2555.23,2387.86,116,116,116,116,116,116,116,116,116,116,116,116,112,112,112,112,112,112,112,112,112,112,112,112,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2555.23,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,2387.86,0,
122399,4,2140,9,1,116,108,1265.73,1174.61,116,116,116,116,116,116,116,116,116,116,116,116,108,108,108,108,108,108,108,108,108,108,108,108,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1265.73,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,1174.61,0,
122400,4,5333,9,1,161,123,850.06,823.48,161,161,161,161,161,161,161,161,161,161,161,161,123,123,123,123,123,123,123,123,123,123,123,123,850.06,850.06,850.06,850.06,850.06,850.06,850.06,850.06,850.06,850.06,850.06,850.06,823.48,823.48,823.48,823.48,823.48,823.48,823.48,823.48,823.48,823.48,823.48,823.48,0,
122401,1,3672,9,1,443,443,17639.11,17276.58,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17639.11,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,17276.58,0,
122402,1,2516,9,1,40,128,1560,3354,40,40,40,40,40,40,40,40,40,40,40,40,128,128,128,128,128,128,128,128,128,128,128,128,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,3354,0,
122403,1,5720,9,1,185,176,12051.27,12032.22,185,185,185,185,185,185,185,185,185,185,185,185,176,176,176,176,176,176,176,176,176,176,176,176,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12051.27,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,12032.22,0,
122404,1,5535,9,1,1553,1421,23544.75,22714.77,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,23544.75,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,22714.77,0,
122405,4,5326,9,1,776,772,8798.39,8953.6,776,776,776,776,776,776,776,776,776,776,776,776,772,772,772,772,772,772,772,772,772,772,772,772,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8798.39,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,8953.6,0,
122406,4,3090,9,1,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122407,1,92,9,1,6713,5497.5,283154.94,215004.11,6713,6713,6713,6713,6713,6713,6713,6713,6713,6713,6713,6713,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,5498.5,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,283154.94,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,215004.11,0,01/02/2026 15:45:36:029
122408,1,5712,9,1,218,172,29161.59,124632.05,218,218,218,218,218,218,218,218,218,218,218,218,172,172,172,172,172,172,172,172,172,172,172,172,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,29161.59,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,124632.05,0,
122409,3,1859,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122410,3,4343,9,1,498,469,8058.15,7433.98,498,498,498,498,498,498,498,498,498,498,498,498,469,469,469,469,469,469,469,469,469,469,469,469,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,8058.15,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,7433.98,0,
122411,3,5796,9,1,10,30,42.43,16.97,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,0,
122412,4,3867,9,1,173,154,455.54,574.07,173,173,173,173,173,173,173,173,173,173,173,173,154,154,154,154,154,154,154,154,154,154,154,154,455.54,455.54,455.54,455.54,455.54,455.54,455.54,455.54,455.54,455.54,455.54,455.54,574.07,574.07,574.07,574.07,574.07,574.07,574.07,574.07,574.07,574.07,574.07,574.07,0,
122413,1,4658,9,1,19,14,1323.74,0,19,19,19,19,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,14,14,14,14,14,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,1323.74,0,0,0,0,0,0,0,0,0,0,0,0,0,
122414,1,3239,9,1,84,74,16414.04,14311.51,84,84,84,84,84,84,84,84,84,84,84,84,74,74,74,74,74,74,74,74,74,74,74,74,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,16414.04,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,14311.51,0,
122415,3,5343,9,1,0,256,0,62140.66,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,256,256,0,0,0,0,0,0,0,0,0,0,0,0,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,62140.66,0,
122416,1,5171,9,1,223,219,72824.45,79483.67,223,223,223,223,223,223,223,223,223,223,223,223,219,219,219,219,219,219,219,219,219,219,219,219,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,72824.45,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,79483.67,0,
122417,3,889,9,1,1336,1346,10970.53,21203.16,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,10970.53,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,21203.16,0,
122418,3,4765,9,1,35,31,48553.21,29240.82,35,35,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,31,31,31,31,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,48553.21,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,29240.82,0,
122419,3,75,9,1,800,1126.2,26858.27,33290.78,800,800,800,800,800,800,800,800,800,800,800,800,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,26858.27,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,33290.78,0,
122420,1,5500,9,1,40,30,3750.6,2384.13,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,3750.6,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,2384.13,0,
122421,1,5799,9,1,20,14,1786.4,1071.84,20,20,20,20,20,20,20,20,20,20,20,20,14,14,14,14,14,14,14,14,14,14,14,14,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1786.4,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,1071.84,0,
122422,1,2412,9,1,17,16,360,324,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,360,360,360,360,360,360,360,360,360,360,360,360,324,324,324,324,324,324,324,324,324,324,324,324,0,
122423,1,4101,9,1,75,68,2769.65,922.78,75,75,75,75,75,75,75,75,75,75,75,75,69,69,69,69,69,69,69,69,69,69,69,69,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,2769.65,922.78,922.78,922.78,922.78,922.78,922.78,922.78,922.78,922.78,922.78,922.78,922.78,0,01/02/2026 16:52:50:768
122424,1,5260,9,1,139,124,4964.08,4196.25,139,139,139,139,139,139,139,139,139,139,139,139,124,124,124,124,124,124,124,124,124,124,124,124,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4964.08,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,4196.25,0,
122425,1,5801,9,1,71,69,10651.31,10176.82,71,71,71,71,71,71,71,71,71,71,71,71,69,69,69,69,69,69,69,69,69,69,69,69,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10651.31,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,10176.82,0,
122426,1,1393,9,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
